year,month,Quarter,Halfyear,region_to,is_global,subdivision,is_paid,category,KEY_clean,is_flowers,distributed_ads_cost,revenue_first_transactions,revenue_repeat_transactions,revenue_total,first_traffic,repeat_traffic,traffic_total,first_transactions,repeat_transactions,transacitons_total,ads_cost,not_ads_cost,bonus_company,promo_cost,mar_cost
2024,4,Q2,H1,russia,,paid_web,paid,Товары для праздника,,non_flowers,,490,,490,110,193,303,0.5,,0.5,,,,,0
2024,4,Q2,H1,russia,,paid_web,paid,Украшения,,non_flowers,,"5,685","6,550","12,235",279,645,924,1,2,3,,,,,0
2024,4,Q2,H1,russia,,paid_web,paid,Хендмейд и хобби,,non_flowers,,"2,128","2,250","4,378",2275,933,3208,1,1,2,,,,,0
2024,4,Q2,H1,russia,,paid_web,paid,N/A,,non_flowers,,,,0,,,0,,,0,2604383.348,,,,2604383.348
2024,4,Q2,H1,russia,,paid_web,paid,Комнатные растения,,non_flowers,,"519,094","351,926","871,020",23588,13305,36893,123.6666667,67,190.6666667,624750.6195,,200,12613,637563.6195
2024,4,Q2,H1,russia,,paid_web,paid,Цветы,,flowers,,"14,674,321","10,401,003","25,075,324",146919,107951,254870,4243.583341,2654.166664,6897.750005,10491813.45,,38891,145122.1667,10675826.62
2024,4,Q2,H1,russia,,partners,paid,Аксессуары,,non_flowers,,,"1,926","1,926",4,14,18,,1,1,,,,173,173
2024,4,Q2,H1,russia,,partners,paid,Вкусные наборы,,non_flowers,,"26,868","48,788","75,656",,,0,6,8.3333333,14.3333333,,,105,7824.6667,7929.6667
2024,4,Q2,H1,russia,,partners,paid,Воздушные шары,,non_flowers,,"32,439","195,158","227,597",,,0,11.666667,47.4166673,59.0833343,,,1268.25,22154.6667,23422.9167
2024,4,Q2,H1,russia,,partners,paid,Декор,,non_flowers,,"5,502","13,484","18,986",35,114,149,2,5.5,7.5,,,48,5539.5,5587.5
2024,4,Q2,H1,russia,,partners,paid,Для дома,,non_flowers,,,,0,4,5,9,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Другое,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Канцелярские товары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Картины,,non_flowers,,,"14,123","14,123",8,12,20,,3.333333,3.333333,,,,784,784
2024,4,Q2,H1,russia,,partners,paid,Книги,,non_flowers,,,,0,,9,9,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Кондитерские и пекарни,,non_flowers,,"287,760","1,600,795","1,888,555",507,1531,2038,126,591.333333,717.333333,,,17888,178083.5,195971.5
2024,4,Q2,H1,russia,,partners,paid,Косметика и парфюмерия,,non_flowers,,,"3,215","3,215",4,26,30,,1,1,,,,315,315
2024,4,Q2,H1,russia,,partners,paid,Магазины чая и кофе,,non_flowers,,,"10,781","10,781",3,44,47,,2.8333333,2.8333333,,,,1141.6667,1141.6667
2024,4,Q2,H1,russia,,partners,paid,Обувь,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Одежда,,non_flowers,,,,0,1,4,5,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Одежда для детей,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Подарки,,non_flowers,,,,0,243,602,845,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Подарочные сертификаты,,non_flowers,,986,"59,229","60,215",16,61,77,2,6,8,,,,10186,10186
2024,4,Q2,H1,russia,,partners,paid,Посуда,,non_flowers,,,"5,938","5,938",8,30,38,,1.5,1.5,,,,709.5,709.5
2024,4,Q2,H1,russia,,partners,paid,Продукты и напитки,,non_flowers,,,,0,10,34,44,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Съедобные букеты,,non_flowers,,"202,853","680,375","883,228",,,0,56,159,215,,,2483,85721.5,88204.5
2024,4,Q2,H1,russia,,partners,paid,Товары для праздника,,non_flowers,,,,0,6,18,24,,,0,,,,,0
2024,4,Q2,H1,russia,,partners,paid,Украшения,,non_flowers,,"1,559",202,"1,761",24,32,56,1,,1,,,,202,202
2024,4,Q2,H1,russia,,partners,paid,Хендмейд и хобби,,non_flowers,,,"2,986","2,986",18,15,33,,1.5,1.5,,,,319.5,319.5
2024,4,Q2,H1,russia,,partners,paid,N/A,,non_flowers,,,,0,,,0,,,0,3527346,147625,,,3674971
2024,4,Q2,H1,russia,,partners,paid,Комнатные растения,,non_flowers,,"86,814","158,461","245,275",129,364,493,21.5,36,57.5,,,487,21537,22024
2024,4,Q2,H1,russia,,partners,paid,Цветы,,flowers,,"4,675,071","14,314,010","18,989,081",13198,15292,28490,1375.8333,3402.25,4778.0833,,,103914.75,1584490.53,1688405.28
2024,4,Q2,H1,russia,,retention,non_paid,Аксессуары,,non_flowers,,,"23,310","23,310",14,367,381,,5.4285714,5.4285714,,,467,1300,1767
2024,4,Q2,H1,russia,,retention,non_paid,Вкусные наборы,,non_flowers,,"7,545","356,747","364,292",,,0,2,79.1666699,81.1666699,,,6864.5,12476,19340.5
2024,4,Q2,H1,russia,,retention,non_paid,Воздушные шары,,non_flowers,,"45,660","912,663","958,323",,,0,7.5,250.4833299,257.9833299,,,37314.3333,5184.5,42498.8333
2024,4,Q2,H1,russia,,retention,non_paid,Декор,,non_flowers,,6,"248,052","248,058",33,1309,1342,2,31.5000003,33.5000003,,,2457,171875.6667,174332.6667
2024,4,Q2,H1,russia,,retention,non_paid,Для дома,,non_flowers,,,,0,4,91,95,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Другое,,non_flowers,,,"5,627","5,627",,1,1,,1,1,,,5245,,5245
2024,4,Q2,H1,russia,,retention,non_paid,Зоотовары,,non_flowers,,,,0,2,56,58,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Канцелярские товары,,non_flowers,,,,0,1,47,48,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Картины,,non_flowers,,,"2,800","2,800",8,265,273,,1,1,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Книги,,non_flowers,,,,0,,42,42,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Кондитерские и пекарни,,non_flowers,,"213,793","7,299,522","7,513,315",900,39636,40536,84.5,2801.80952,2886.30952,,,219687,74296.5,293983.5
2024,4,Q2,H1,russia,,retention,non_paid,Косметика и парфюмерия,,non_flowers,,"3,050","60,978","64,028",14,528,542,1,18.6666667,19.6666667,,,699,15641,16340
2024,4,Q2,H1,russia,,retention,non_paid,Магазины чая и кофе,,non_flowers,,"2,518","61,701","64,219",32,720,752,1,19.5,20.5,,,790,478,1268
2024,4,Q2,H1,russia,,retention,non_paid,Обувь,,non_flowers,,,,0,,23,23,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Одежда,,non_flowers,,,,0,8,223,231,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Одежда для детей,,non_flowers,,,,0,2,26,28,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Подарки,,non_flowers,,,,0,451,12727,13178,,,0,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Подарочные сертификаты,,non_flowers,,"3,113","152,976","156,089",63,1031,1094,1,25,26,,,918,1754,2672
2024,4,Q2,H1,russia,,retention,non_paid,Посуда,,non_flowers,,,"18,135","18,135",10,344,354,,5.4761904,5.4761904,,,368.8333,173.5,542.3333
2024,4,Q2,H1,russia,,retention,non_paid,Продукты и напитки,,non_flowers,,,"1,925","1,925",33,684,717,,0.5,0.5,,,,,0
2024,4,Q2,H1,russia,,retention,non_paid,Съедобные букеты,,non_flowers,,"256,717","3,510,515","3,767,232",,,0,71.5,908.8333297,980.3333297,,,73179,21437,94616
2024,4,Q2,H1,russia,,retention,non_paid,Товары для праздника,,non_flowers,,,"9,933","9,933",3,273,276,,4,4,,,166,,166
2024,4,Q2,H1,russia,,retention,non_paid,Украшения,,non_flowers,,,"64,637","64,637",30,1193,1223,,18.1428571,18.1428571,,,1006,318,1324
2024,4,Q2,H1,russia,,retention,non_paid,Хендмейд и хобби,,non_flowers,,,"38,890","38,890",16,346,362,,12.5,12.5,,,123,210,333
2024,4,Q2,H1,russia,,retention,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,98400,,,98400
2024,4,Q2,H1,russia,,retention,non_paid,Комнатные растения,,non_flowers,,"38,037","1,267,562","1,305,599",221,6977,7198,13,252.8333336,265.8333336,,,20129,42823.333,62952.333
2024,4,Q2,H1,russia,,retention,non_paid,Цветы,,flowers,,"1,892,210","66,238,738","68,130,948",5827,220567,226394,539.5,15695.15952,16234.65952,,,1726738.333,954926.5,2681664.833
2024,5,Q2,H1,russia,,brand,paid,Аксессуары,,non_flowers,,,"5,689","5,689",110,123,233,,1,1,,,,780,780
2024,5,Q2,H1,russia,,brand,paid,Вкусные наборы,,non_flowers,,"1,429","104,558","105,987",,,0,0.47183891,22.3433752,22.81521411,,,2272,2133.5,4405.5
2024,5,Q2,H1,russia,,brand,paid,Воздушные шары,,non_flowers,,"32,192","254,615","286,807",,,0,8.22895871,62.0885013,70.31746001,,,5665.25,6219,11884.25
2024,5,Q2,H1,russia,,brand,paid,Декор,,non_flowers,,"5,736","30,119","35,855",271,1378,1649,3.3333333,10,13.3333333,,,703.99997,1176,1879.99997
2024,5,Q2,H1,russia,,brand,paid,Для дома,,non_flowers,,260,"3,000","3,260",109,65,174,1,,1,,,,3000,3000
2024,5,Q2,H1,russia,,brand,paid,Другое,,non_flowers,,415,771,1186,,2,2,0.1408804,0.2028678,0.3437482,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Зоотовары,,non_flowers,,,,0,1,28,29,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Канцелярские товары,,non_flowers,,,,0,2,24,26,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Картины,,non_flowers,,341,836,1177,22,137,159,0.1084527,0.2296646,0.3381173,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Книги,,non_flowers,,,,0,1,16,17,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Кондитерские и пекарни,,non_flowers,,"630,529","2,854,496","3,485,025",1989,19880,21869,263.6068763,1036.556002,1300.162878,,,92081.91667,120675.5,212757.4167
2024,5,Q2,H1,russia,,brand,paid,Косметика и парфюмерия,,non_flowers,,"2,548","33,326","35,874",176,313,489,1,8,9,,,773,403,1176
2024,5,Q2,H1,russia,,brand,paid,Магазины чая и кофе,,non_flowers,,"1,998","30,180","32,178",118,486,604,1,12,13,,,62,367,429
2024,5,Q2,H1,russia,,brand,paid,Обувь,,non_flowers,,,,0,,5,5,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Одежда,,non_flowers,,,,0,20,139,159,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Одежда для детей,,non_flowers,,,,0,,7,7,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Подарки,,non_flowers,,,,0,660,5813,6473,,,0,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Подарочные сертификаты,,non_flowers,,"24,740","55,459","80,199",116,569,685,5.31908997,8.7196234,14.03871337,,,87,1784,1871
2024,5,Q2,H1,russia,,brand,paid,Посуда,,non_flowers,,888,"7,802","8,690",155,138,293,0.2987543,3.4611664,3.7599207,,,,,0
2024,5,Q2,H1,russia,,brand,paid,Продукты и напитки,,non_flowers,,"1,302","2,351","3,653",13,244,257,0.73776959,0.7018381,1.43960769,,,,1503.3334,1503.3334
2024,5,Q2,H1,russia,,brand,paid,Съедобные букеты,,non_flowers,,"328,607","1,060,159","1,388,766",281,3118,3399,115.7658356,305.743276,421.5091116,,,27456.5,55863.6667,83320.1667
2024,5,Q2,H1,russia,,brand,paid,Товары для праздника,,non_flowers,,202,"6,325","6,527",2,102,104,0.06434368,2.4695905,2.53393418,,,193,111,304
2024,5,Q2,H1,russia,,brand,paid,Украшения,,non_flowers,,"5,004","23,703","28,707",189,592,781,1.17336588,7.4040649,8.57743078,,,,1497,1497
2024,5,Q2,H1,russia,,brand,paid,Хендмейд и хобби,,non_flowers,,"2,639","8,859","11,498",51,156,207,0.3333333,2.5,2.8333333,,,174,501.3333,675.3333
2024,5,Q2,H1,russia,,brand,paid,N/A,,non_flowers,,,,0,,,0,,,0,16478044.19,2279687,,,18757731.19
2024,5,Q2,H1,russia,,brand,paid,Комнатные растения,,non_flowers,,"91,691","294,888","386,579",791,2800,3591,29.98228403,72.05816117,102.0404452,,,10214,17264,27478
2024,5,Q2,H1,russia,,brand,paid,Цветы,,flowers,,"6,598,757","22,950,157","29,548,914",11718,92597,104315,2065.159641,5862.425745,7927.585386,,,570388.3334,832863.6664,1403252
2024,5,Q2,H1,russia,,organic_apps,non_paid,Аксессуары,,non_flowers,,"2,406","61,968","64,374",275,3515,3790,1.666667,15.5928571,17.2595241,,,5512.767,,5512.767
2024,5,Q2,H1,russia,,organic_apps,non_paid,Вкусные наборы,,non_flowers,,"150,776","1,581,968","1,732,744",,,0,49.7499999,299.307396,349.0573959,,,97961.3333,11508.5,109469.8333
2024,5,Q2,H1,russia,,organic_apps,non_paid,Воздушные шары,,non_flowers,,"575,203","4,827,049","5,402,252",,,0,174.8970637,1292.885481,1467.782545,,,162623.4826,51216.74933,213840.2319
2024,5,Q2,H1,russia,,organic_apps,non_paid,Декор,,non_flowers,,"45,535","647,756","693,291",1177,11456,12633,23.9999999,221.9833311,245.983331,,,25634.4827,8749.499997,34383.9827
2024,5,Q2,H1,russia,,organic_apps,non_paid,Для дома,,non_flowers,,4,"49,288","49,292",171,1228,1399,2,8.333333333,10.33333333,,,7574.666667,,7574.666667
2024,5,Q2,H1,russia,,organic_apps,non_paid,Другое,,non_flowers,,"23,997","1,390","25,387",4,24,28,0.8591196,0.5333333,1.3924529,,,,,0
2024,5,Q2,H1,russia,,organic_apps,non_paid,Зоотовары,,non_flowers,,,,0,29,297,326,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_apps,non_paid,Канцелярские товары,,non_flowers,,2,"13,312","13,314",29,434,463,0.5,4.2833333,4.7833333,,,2096,71,2167
2024,5,Q2,H1,russia,,organic_apps,non_paid,Картины,,non_flowers,,"2,372","47,255","49,627",171,1894,2065,1,7.495216033,8.495216033,,,940,418,1358
2024,5,Q2,H1,russia,,organic_apps,non_paid,Книги,,non_flowers,,,,0,21,172,193,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_apps,non_paid,Кондитерские и пекарни,,non_flowers,,"6,332,071","42,922,713","49,254,784",33841,345611,379452,2840.64054,16677.77984,19518.42038,,,1712871.417,520133.0714,2233004.488
2024,5,Q2,H1,russia,,organic_apps,non_paid,Косметика и парфюмерия,,non_flowers,,"21,451","328,336","349,787",583,4267,4850,7.75,98.6845238,106.4345238,,,14310.5,3827.5,18138
2024,5,Q2,H1,russia,,organic_apps,non_paid,Магазины чая и кофе,,non_flowers,,"55,234","400,571","455,805",461,5320,5781,22.5,132.3571395,154.8571395,,,19190.33333,6962.929,26153.26233
2024,5,Q2,H1,russia,,organic_apps,non_paid,Обувь,,non_flowers,,,"4,715","4,715",16,117,133,,1.2,1.2,,,239,,239
2024,5,Q2,H1,russia,,organic_apps,non_paid,Одежда,,non_flowers,,"3,532","17,050","20,582",186,1519,1705,0.5,2,2.5,,,194,,194
2024,5,Q2,H1,russia,,organic_apps,non_paid,Одежда для детей,,non_flowers,,"2,046",,"2,046",15,222,237,0.5,,0.5,,,,,0
2024,5,Q2,H1,russia,,organic_apps,non_paid,Подарки,,non_flowers,,,,0,13028,111267,124295,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_apps,non_paid,Подарочные сертификаты,,non_flowers,,"170,807","1,106,522","1,277,329",1087,10484,11571,28.5,211.9612862,240.4612862,,,23677,36198,59875
2024,5,Q2,H1,russia,,organic_apps,non_paid,Посуда,,non_flowers,,"5,193","160,459","165,652",238,2354,2592,4.5,19.87849337,24.37849337,,,12651,292.5,12943.5
2024,5,Q2,H1,russia,,organic_apps,non_paid,Продукты и напитки,,non_flowers,,8,"63,114","63,122",323,3293,3616,1,22.0044399,23.0044399,,,5378.5,913,6291.5
2024,5,Q2,H1,russia,,organic_apps,non_paid,Съедобные букеты,,non_flowers,,"4,359,745","18,075,663","22,435,408",6708,49108,55816,1313.858826,4817.383115,6131.241941,,,555373.833,316783.5,872157.333
2024,5,Q2,H1,russia,,organic_apps,non_paid,Товары для праздника,,non_flowers,,"8,216","116,900","125,116",167,1851,2018,3.5,39.86606496,43.36606496,,,5305.3334,1307,6612.3334
2024,5,Q2,H1,russia,,organic_apps,non_paid,Украшения,,non_flowers,,"103,873","495,710","599,583",1087,9041,10128,21,128.372573,149.372573,,,15276.5,18092,33368.5
2024,5,Q2,H1,russia,,organic_apps,non_paid,Хендмейд и хобби,,non_flowers,,"23,959","189,927","213,886",321,3055,3376,8.75,57.0666696,65.8166696,,,3467.3333,4112.8333,7580.1666
2024,5,Q2,H1,russia,,organic_apps,non_paid,Комнатные растения,,non_flowers,,"794,414","4,523,243","5,317,657",5012,42596,47608,207.706387,1027.636496,1235.342883,,,173246.43,70997.83333,244244.2633
2024,5,Q2,H1,russia,,organic_apps,non_paid,Цветы,,flowers,,"59,194,400","374,508,860","433,703,260",207933,1706223,1914156,16948.10733,88781.67872,105729.7861,,,11637097.52,5001837.074,16638934.59
2024,5,Q2,H1,russia,,organic_web,non_paid,Аксессуары,,non_flowers,,"13,435","2,644","16,079",730,906,1636,4,1.5,5.5,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Вкусные наборы,,non_flowers,,"301,627","342,419","644,046",,,0,59.9444444,69.9666666,129.911111,,,300,8137,8437
2024,5,Q2,H1,russia,,organic_web,non_paid,Воздушные шары,,non_flowers,,"455,162","600,205","1,055,367",,,0,149.0666662,183.0833331,332.1499993,,,1953.66667,706,2659.66667
2024,5,Q2,H1,russia,,organic_web,non_paid,Декор,,non_flowers,,"54,015","53,996","108,011",3297,4759,8056,17.3333333,22.74999993,40.08333323,,,1122.3333,,1122.3333
2024,5,Q2,H1,russia,,organic_web,non_paid,Для дома,,non_flowers,,785,"3,545","4,330",325,336,661,0.5,1,1.5,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Другое,,non_flowers,,344,"1,728","2,072",58,29,87,0.1111111,1.5,1.6111111,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Зоотовары,,non_flowers,,,,0,140,68,208,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Канцелярские товары,,non_flowers,,,"1,127","1,127",45,68,113,,1,1,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Картины,,non_flowers,,,"2,100","2,100",589,1107,1696,,1,1,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Книги,,non_flowers,,,,0,121,63,184,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Кондитерские и пекарни,,non_flowers,,"6,971,947","6,280,944","13,252,891",134907,100486,235393,2736.061108,2436.333226,5172.394334,,,35356.333,98081.33333,133437.6663
2024,5,Q2,H1,russia,,organic_web,non_paid,Косметика и парфюмерия,,non_flowers,,"40,167","65,115","105,282",1717,1739,3456,12.5,22.0833336,34.5833336,,,167.5,,167.5
2024,5,Q2,H1,russia,,organic_web,non_paid,Магазины чая и кофе,,non_flowers,,"64,799","72,867","137,666",1606,1550,3156,20.1666667,27.5,47.6666667,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Обувь,,non_flowers,,,,0,20,5,25,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Одежда,,non_flowers,,,,0,230,137,367,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Одежда для детей,,non_flowers,,,,0,21,44,65,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Подарки,,non_flowers,,,,0,46598,38273,84871,,,0,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Подарочные сертификаты,,non_flowers,,"94,472","129,748","224,220",3549,1796,5345,19,23,42,,,267,,267
2024,5,Q2,H1,russia,,organic_web,non_paid,Посуда,,non_flowers,,"6,428","16,724","23,152",851,1044,1895,3,5.8333333,8.8333333,,,,1700,1700
2024,5,Q2,H1,russia,,organic_web,non_paid,Продукты и напитки,,non_flowers,,"2,949","15,528","18,477",2158,1272,3430,0.9999999,2,2.9999999,,,,,0
2024,5,Q2,H1,russia,,organic_web,non_paid,Съедобные букеты,,non_flowers,,"5,757,042","4,315,293","10,072,335",22548,18881,41429,1658.916669,1171.333333,2830.250002,,,18835.66667,7064,25899.66667
2024,5,Q2,H1,russia,,organic_web,non_paid,Товары для праздника,,non_flowers,,"6,540","2,048","8,588",518,659,1177,4,1.5833333,5.5833333,,,155.3333,,155.3333
2024,5,Q2,H1,russia,,organic_web,non_paid,Украшения,,non_flowers,,"17,987","66,113","84,100",2181,2192,4373,9,15.8333333,24.8333333,,,,450,450
2024,5,Q2,H1,russia,,organic_web,non_paid,Хендмейд и хобби,,non_flowers,,"6,391","3,782","10,173",1159,1233,2392,1.8333333,2.5,4.3333333,,,100,,100
2024,5,Q2,H1,russia,,organic_web,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,350187,,,350187
2024,5,Q2,H1,russia,,organic_web,non_paid,Комнатные растения,,non_flowers,,"1,185,481","884,147","2,069,628",30960,17041,48001,276,209,485,,,1231,9537,10768
2024,5,Q2,H1,russia,,organic_web,non_paid,Цветы,,flowers,,"81,177,858","68,400,063","149,577,921",575344,477858,1053202,22671.56674,17236.2,39907.76674,,,235244.1634,137467.6667,372711.8301
2024,5,Q2,H1,russia,,other,non_paid,Аксессуары,,non_flowers,,166,"8,632","8,798",541,456,997,1.5,0.75,2.25,,,2473,3718,6191
2024,5,Q2,H1,russia,,other,non_paid,Вкусные наборы,,non_flowers,,"63,064","202,469","265,533",,,0,13.75,45.0833333,58.8333333,,,23611.6667,7557,31168.6667
2024,5,Q2,H1,russia,,other,non_paid,Воздушные шары,,non_flowers,,"124,944","521,152","646,096",,,0,35.3166665,131.2690473,166.5857138,,,14730.4047,6748.75,21479.1547
2024,5,Q2,H1,russia,,other,non_paid,Декор,,non_flowers,,"17,830","50,167","67,997",4333,4838,9171,6.066666633,19.1666666,25.23333323,,,1355.33333,1492.5,2847.83333
2024,5,Q2,H1,russia,,other,non_paid,Для дома,,non_flowers,,"2,154","18,458","20,612",239,261,500,1.5,2.5833333,4.0833333,,,1850,5984,7834
2024,5,Q2,H1,russia,,other,non_paid,Другое,,non_flowers,,,,0,21,13,34,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Зоотовары,,non_flowers,,,,0,89,75,164,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Канцелярские товары,,non_flowers,,,,0,55,61,116,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Картины,,non_flowers,,,"6,300","6,300",627,436,1063,,1,1,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Книги,,non_flowers,,,,0,86,45,131,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Кондитерские и пекарни,,non_flowers,,"1,833,258","4,051,774","5,885,032",69390,57780,127170,719.03337,1519.750003,2238.783373,,,154119,50596,204715
2024,5,Q2,H1,russia,,other,non_paid,Косметика и парфюмерия,,non_flowers,,"7,466","30,093","37,559",1104,1185,2289,5.2,9.25,14.45,,,759,,759
2024,5,Q2,H1,russia,,other,non_paid,Магазины чая и кофе,,non_flowers,,"29,950","51,091","81,041",1371,1300,2671,9,17,26,,,889.5,25,914.5
2024,5,Q2,H1,russia,,other,non_paid,Обувь,,non_flowers,,,,0,29,7,36,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Одежда,,non_flowers,,,"9,145","9,145",108,135,243,,2,2,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Одежда для детей,,non_flowers,,,,0,18,21,39,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Подарки,,non_flowers,,,,0,41113,33383,74496,,,0,,,,,0
2024,5,Q2,H1,russia,,other,non_paid,Подарочные сертификаты,,non_flowers,,"185,685","271,745","457,430",1798,1442,3240,28,44.5,72.5,,,4301,1859,6160
2024,5,Q2,H1,russia,,other,non_paid,Посуда,,non_flowers,,,"11,278","11,278",524,547,1071,,3.8666667,3.8666667,,,285.5,,285.5
2024,5,Q2,H1,russia,,other,non_paid,Продукты и напитки,,non_flowers,,"2,620","13,419","16,039",1071,709,1780,1.1666667,1,2.1666667,,,13396,,13396
2024,5,Q2,H1,russia,,other,non_paid,Съедобные букеты,,non_flowers,,"1,345,806","2,150,395","3,496,201",11836,9841,21677,370.4999966,552.3333333,922.8333299,,,49793,10338.5,60131.5
2024,5,Q2,H1,russia,,other,non_paid,Товары для праздника,,non_flowers,,"5,446","14,831","20,277",482,534,1016,1.5,4.5,6,,,716,,716
2024,5,Q2,H1,russia,,other,non_paid,Украшения,,non_flowers,,"26,145","35,008","61,153",1724,1605,3329,5,8,13,,,1495,8576,10071
2024,5,Q2,H1,russia,,other,non_paid,Хендмейд и хобби,,non_flowers,,"1,348","11,756","13,104",986,706,1692,2,5,7,,,,500,500
2024,5,Q2,H1,russia,,other,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,325631.472,,,,325631.472
2024,5,Q2,H1,russia,,other,non_paid,Комнатные растения,,non_flowers,,"374,616","648,735","1,023,351",15483,8997,24480,77.7,147.0833333,224.7833333,,,12864.5,8411.5,21276
2024,5,Q2,H1,russia,,other,non_paid,Цветы,,flowers,,"20,052,954","39,569,247","59,622,201",510198,369765,879963,5345.766673,9407.864312,14753.63099,,,940841.0952,260443.75,1201284.845
2024,5,Q2,H1,russia,,paid_apps,paid,Аксессуары,,non_flowers,,"3,444","28,837","32,281",125,1098,1223,0.5,5.5833333,6.0833333,,,114,,114
2024,5,Q2,H1,russia,,paid_apps,paid,Вкусные наборы,,non_flowers,,"75,335","558,614","633,949",,,0,18.9999999,114.8214281,133.821428,,,33181.5,5410.5,38592
2024,5,Q2,H1,russia,,paid_apps,paid,Воздушные шары,,non_flowers,,"227,330","1,508,193","1,735,523",,,0,72.4999998,428.8083326,501.3083324,,,35358.16661,23060.99973,58419.16634
2024,5,Q2,H1,russia,,paid_apps,paid,Декор,,non_flowers,,"25,329","195,001","220,330",524,4948,5472,9.8333333,69.7833334,79.6166667,,,11293.83333,8043,19336.83333
2024,5,Q2,H1,russia,,paid_apps,paid,Для дома,,non_flowers,,"4,449","19,838","24,287",64,381,445,1,3.3333333,4.3333333,,,678,446.6667,1124.6667
2024,5,Q2,H1,russia,,paid_apps,paid,Другое,,non_flowers,,,,0,1,18,19,,,0,,,,,0
2024,5,Q2,H1,russia,,paid_apps,paid,Зоотовары,,non_flowers,,,,0,8,129,137,,,0,,,,,0
2024,5,Q2,H1,russia,,paid_apps,paid,Канцелярские товары,,non_flowers,,,"4,599","4,599",16,188,204,,3.2,3.2,,,277,91,368
2024,5,Q2,H1,russia,,paid_apps,paid,Картины,,non_flowers,,,350,350,103,836,939,,1,1,,,,38,38
2024,5,Q2,H1,russia,,paid_apps,paid,Книги,,non_flowers,,,,0,5,96,101,,,0,,,,,0
2024,5,Q2,H1,russia,,paid_apps,paid,Кондитерские и пекарни,,non_flowers,,"3,413,002","15,805,387","19,218,389",20225,154452,174677,1481.066663,6313.150026,7794.216689,2635442.473,,655118.7164,270441.5001,3561002.69
2024,5,Q2,H1,russia,,paid_apps,paid,Косметика и парфюмерия,,non_flowers,,"7,061","93,599","100,660",271,1890,2161,4,24.3333333,28.3333333,87216.636,,12845.5,4103.33333,104165.4693
